County Name,State,Cases,Deaths,CasesPerCap,DeathsPerCap,TotalPop,IncomePerCap,Poverty,Unemployment
callaway county,missouri,14531,149,0.32440336659745944,0.0033264126091130312,44793,24208,12.3,4.3
camden county,missouri,10972,197,0.24461041132538178,0.0043919295507747185,44855,25492,17.5,8.0
cape girardeau county,missouri,23697,278,0.30375706613000397,0.003563508645994898,78013,25965,17.7,5.3
carroll county,missouri,2715,48,0.30474800763273097,0.005387810079694691,8909,24642,18.4,8.2
carter county,missouri,1771,24,0.2831334932054356,0.0038369304556354917,6255,21569,14.5,6.9
cass county,missouri,30517,349,0.29951515389447236,0.0034253297738693466,101888,30618,9.5,4.9
cedar county,missouri,3814,61,0.27514067234165346,0.004400519405569182,13862,20228,22.6,11.2
chariton county,missouri,2035,43,0.26825731610862114,0.005668336409174796,7586,23463,14.2,3.7
christian county,missouri,25223,295,0.3037890832008479,0.0035530182589006117,83028,26628,10.4,5.3
clark county,missouri,1931,50,0.2836785661818716,0.007345379756133392,6807,26253,15.3,4.6
clay county,missouri,33867,415,0.1434629005201891,0.0017579680431062236,236068,31953,8.9,4.4
clinton county,missouri,5786,132,0.28231275920956334,0.0064405952671383266,20495,27655,11.0,3.8
cole county,missouri,24390,308,0.31778915686197867,0.004013081603669103,76749,27559,12.6,4.4
cooper county,missouri,4823,82,0.27372304199772984,0.004653802497162316,17620,22371,11.2,5.0
crawford county,missouri,6645,117,0.27248124000492063,0.00479763808586542,24387,20799,20.0,11.6
dade county,missouri,1841,50,0.24284395198522624,0.0065954359583168445,7581,20468,22.9,9.3
dallas county,missouri,4736,83,0.28806033696247185,0.005048354722948726,16441,19647,15.7,7.8
daviess county,missouri,2045,32,0.2463855421686747,0.0038554216867469878,8300,22642,13.2,3.5
dekalb county,missouri,2639,51,0.2100445717924228,0.004059216809933142,12564,18994,12.5,3.4
dent county,missouri,3996,93,0.25671334960812026,0.005974559938327123,15566,20908,20.8,7.3
douglas county,missouri,3087,89,0.2305279665446942,0.0066462549473527,13391,18095,20.6,7.0
dunklin county,missouri,9777,143,0.31635657660572725,0.004627082996278919,30905,18878,26.6,6.9
franklin county,missouri,31812,419,0.31062462773280736,0.004091277474539365,102413,27209,10.6,4.9
gasconade county,missouri,4132,116,0.2797752048209087,0.007854289389938384,14769,25963,12.0,3.4
gentry county,missouri,2644,38,0.3953349282296651,0.005681818181818182,6688,20903,18.1,4.1
greene county,missouri,86080,1174,0.3001823831161359,0.004094030178651759,286759,25529,18.5,5.0
grundy county,missouri,3175,75,0.3140144397191178,0.007417663930372861,10111,22014,20.5,3.6
harrison county,missouri,2484,36,0.28833430063842136,0.004178757980266976,8615,20947,18.3,3.3
henry county,missouri,7145,96,0.3272419162773656,0.004396812311074471,21834,24371,21.2,6.7
hickory county,missouri,2442,59,0.2611206159110351,0.006308810949529512,9352,19711,23.3,9.6
holt county,missouri,1321,34,0.29362080462324963,0.007557234941098022,4499,25306,12.0,4.2
howard county,missouri,2988,39,0.2945583596214511,0.0038446372239747634,10144,23430,16.4,4.6
howell county,missouri,11139,232,0.2775106504895488,0.005779914796083609,40139,20274,22.9,5.0
iron county,missouri,2713,53,0.2637565623177134,0.0051526346490375265,10286,19414,21.2,8.6
jackson county,missouri,82485,887,0.11979452591953572,0.0012882068799251766,688554,28965,15.9,5.7
jasper county,missouri,24608,348,0.2076239010479067,0.002936163750189838,118522,23390,17.3,5.5
jefferson county,missouri,68540,759,0.30785262240667627,0.0034091062212819856,222639,27443,10.9,6.5
johnson county,missouri,14868,154,0.27563448953486214,0.0028549711722066703,53941,23304,16.2,6.9
knox county,missouri,1211,16,0.3045774647887324,0.004024144869215292,3976,22171,20.2,5.8
laclede county,missouri,9710,196,0.2736136158701533,0.005522993688007214,35488,20534,17.7,7.7
lafayette county,missouri,9317,150,0.28531618435155415,0.004593477262287551,32655,27260,12.8,5.5
lawrence county,missouri,9432,190,0.24735779287194146,0.0049828223754950045,38131,21022,17.1,6.2
lewis county,missouri,3447,48,0.34203214923595954,0.004762849771780115,10078,22083,15.2,2.9
lincoln county,missouri,18668,163,0.34065693430656935,0.0029744525547445257,54800,24023,13.2,6.3
linn county,missouri,3172,80,0.2589810581319399,0.006531678641410843,12248,22361,16.5,3.2
livingston county,missouri,4497,109,0.2993011647254576,0.007254575707154742,15025,22248,17.9,3.4
mcdonald county,missouri,6245,80,0.27446930075154924,0.00351601986551224,22753,19577,19.0,6.2
macon county,missouri,4305,69,0.2810235655068869,0.004504210457601671,15319,20890,17.0,7.4
madison county,missouri,4347,60,0.3555537379355472,0.004907574022574841,12226,20081,18.8,5.8
maries county,missouri,1980,42,0.2210068087956245,0.004688023216876884,8959,22087,18.9,7.7
marion county,missouri,9914,137,0.3453994355990663,0.004773020241786573,28703,22662,18.4,6.5
mercer county,missouri,912,17,0.24856909239574815,0.0046334150994821474,3669,20374,17.7,3.5
miller county,missouri,7141,129,0.2862468433078126,0.005170962440373592,24947,23346,16.5,7.1
mississippi county,missouri,4465,66,0.3208536935901121,0.004742742167289451,13916,17918,31.7,10.0
moniteau county,missouri,4434,61,0.2787977867203219,0.003835513078470825,15904,21305,11.9,5.7
monroe county,missouri,2522,52,0.2906869525126787,0.00599354541263255,8676,22255,13.0,4.5
montgomery county,missouri,3137,63,0.27001205026682734,0.005422620072301601,11618,21757,16.1,5.8
morgan county,missouri,4970,127,0.24730059212817834,0.006319351146937354,20097,20055,25.5,7.3
new madrid county,missouri,6157,96,0.34148641153632836,0.005324459234608985,18030,20261,24.1,9.4
newton county,missouri,13940,225,0.23936672562116867,0.0038635231897247452,58237,25837,12.9,5.4
nodaway county,missouri,7322,51,0.3219310587407668,0.0022423496306718253,22744,21056,22.6,4.7
oregon county,missouri,2473,42,0.22942759068559235,0.003896465349290287,10779,18309,25.3,5.0
osage county,missouri,3824,52,0.28096987509184423,0.0038207200587803084,13610,24995,6.8,3.3
ozark county,missouri,2048,64,0.2195540308747856,0.00686106346483705,9328,17857,27.6,8.4
pemiscot county,missouri,3899,86,0.2248039667896679,0.004958487084870848,17344,18883,28.5,10.7
perry county,missouri,6397,52,0.33430885811340477,0.002717533315913248,19135,24846,8.2,4.1
pettis county,missouri,15051,191,0.3557399134935829,0.004514405918362523,42309,22304,17.2,5.8
phelps county,missouri,13024,264,0.29024134780380184,0.005883270563590578,44873,23691,20.4,6.3
pike county,missouri,5289,65,0.2856294216125722,0.0035102878436031756,18517,20947,15.1,4.8
platte county,missouri,12917,108,0.1333037492646983,0.001114562585785199,96899,37443,7.2,4.0
polk county,missouri,10020,122,0.3196478131878649,0.0038919194819280953,31347,21357,14.4,5.8
pulaski county,missouri,10868,137,0.20454716554995106,0.002578483776255364,53132,21716,12.8,8.8
putnam county,missouri,1182,26,0.24391250515889393,0.005365249690466364,4846,20729,16.9,5.9
ralls county,missouri,2985,30,0.2924177115987461,0.002938871473354232,10208,24687,13.3,4.5
randolph county,missouri,7229,117,0.2893104414295434,0.004682434866130388,24987,19984,16.5,6.1
ray county,missouri,6259,102,0.27380900301850475,0.004462137451332079,22859,26781,15.6,5.4
reynolds county,missouri,1404,27,0.2207200125766389,0.004244615626473825,6361,21593,17.3,7.6
ripley county,missouri,3234,71,0.23422901426812487,0.005142319113493156,13807,18434,23.4,7.2
st. charles county,missouri,121086,1068,0.31441517468808017,0.002773197616296431,385115,35628,5.7,3.6
st. clair county,missouri,2632,47,0.28011919965942955,0.0050021285653469565,9396,20827,22.2,8.0
ste. genevieve county,missouri,4903,42,0.27418633262498604,0.0023487305670506654,17882,26418,16.6,4.6
st. francois county,missouri,23824,331,0.3596184035744475,0.004996377249124502,66248,20944,15.4,6.5
st. louis county,missouri,292134,3575,0.292268735887244,0.003576648835112987,999539,38081,9.8,5.9
saline county,missouri,7267,121,0.315819209039548,0.00525858322468492,23010,21729,17.3,4.6
schuyler county,missouri,894,26,0.2008988764044944,0.005842696629213483,4450,19882,18.4,6.0
scotland county,missouri,845,20,0.17304935490477166,0.0040958427196395655,4883,23785,16.7,4.6
scott county,missouri,14012,172,0.3605949868752895,0.0044263729476555665,38858,22939,20.1,6.0
shannon county,missouri,1926,43,0.23280551190620088,0.005197630847334703,8273,17903,30.5,8.1
shelby county,missouri,2097,18,0.34467455621301774,0.0029585798816568047,6084,22349,15.5,4.8
stoddard county,missouri,7233,152,0.24407774853209152,0.005129243436593102,29634,21684,16.8,7.1
stone county,missouri,7034,137,0.22309619715182846,0.004345206000824638,31529,26052,12.8,7.7
sullivan county,missouri,2052,29,0.3215293011595111,0.004544030084612974,6382,21168,15.9,3.4
taney county,missouri,16220,255,0.29866686307726303,0.004695440819032187,54308,21381,17.1,6.3
texas county,missouri,5718,114,0.2223691374348604,0.004433382593139924,25714,17918,25.3,7.1
vernon county,missouri,6185,116,0.29929833051052507,0.005613355915799661,20665,22369,15.2,4.1
warren county,missouri,10026,118,0.29880193121535437,0.0035167193181140847,33554,26845,12.8,6.1
washington county,missouri,7123,156,0.28528516501121437,0.006247997436719,24968,18314,20.2,9.9
wayne county,missouri,2992,58,0.22380133143840228,0.004338394793926247,13369,18897,23.4,8.1
webster county,missouri,10421,165,0.2774641887214442,0.004393205175994462,37558,20468,18.4,4.8
worth county,missouri,563,5,0.2742328300048709,0.0024354603019970775,2053,22961,15.0,4.1
wright county,missouri,4635,95,0.25322333916083917,0.005190122377622378,18304,19805,25.0,8.4
beaverhead county,montana,2492,33,0.26623931623931624,0.0035256410256410257,9360,28420,16.1,4.6
big horn county,montana,5891,104,0.44326561324303987,0.00782543265613243,13290,17905,26.8,15.9
blaine county,montana,2655,34,0.39948841408365937,0.00511585916340656,6646,17059,32.7,16.8
broadwater county,montana,1557,22,0.27054735013032144,0.0038227628149435275,5755,32268,7.8,4.1
carbon county,montana,2509,30,0.23972864513663292,0.0028664246130326774,10466,31697,9.9,4.0
carter county,montana,291,5,0.22045454545454546,0.003787878787878788,1320,30659,11.8,2.9
cascade county,montana,30426,377,0.37188325022000585,0.0046079006551285814,81816,28350,13.1,4.6
chouteau county,montana,1373,15,0.2362353750860289,0.00258086717136958,5812,22014,20.3,3.5
custer county,montana,3551,54,0.29852879361076085,0.004539722572509458,11895,28501,9.8,1.7
daniels county,montana,492,9,0.2751677852348993,0.0050335570469798654,1788,36108,4.6,1.7
dawson county,montana,2782,61,0.2983697983697984,0.006542256542256542,9324,29130,12.3,1.1
deer lodge county,montana,3314,30,0.36293943708246634,0.003285510896944475,9131,25107,18.8,2.3
fallon county,montana,799,12,0.27316239316239316,0.0041025641025641026,2925,32371,5.8,1.7
fergus county,montana,2995,63,0.264412465789706,0.005561931667696654,11327,27491,14.7,2.6
flathead county,montana,34154,309,0.3552268921547214,0.003213828824612312,96147,28379,13.6,4.0
gallatin county,montana,42028,135,0.41722176446646086,0.0013401765062094845,100733,33181,13.0,4.3
garfield county,montana,251,3,0.2311233885819521,0.0027624309392265192,1086,29896,5.1,0.0
glacier county,montana,4916,79,0.35943554873144695,0.005776120494260437,13677,16737,33.1,7.6
golden valley county,montana,178,5,0.23828647925033467,0.006693440428380187,747,25110,18.2,4.4
granite county,montana,680,10,0.21210230817217718,0.0031191515907673115,3206,29144,9.9,6.9
hill county,montana,5467,77,0.33197716784066067,0.004675734758319164,16468,21780,21.2,6.4
jefferson county,montana,3194,27,0.274752688172043,0.00232258064516129,11625,32387,9.9,5.7
judith basin county,montana,288,1,0.1465648854961832,0.0005089058524173028,1965,28709,13.9,2.9
lake county,montana,8429,110,0.2855545768683515,0.003726539738464666,29518,24348,20.9,8.0
lewis and clark county,montana,22092,205,0.33326293558606124,0.003092472469452406,66290,31252,11.4,3.2
liberty county,montana,530,5,0.23608017817371937,0.0022271714922048997,2245,36525,13.9,1.9
lincoln county,montana,5732,97,0.2977817029456076,0.0050392228167697025,19249,22483,16.4,9.9
mccone county,montana,455,10,0.2633101851851852,0.005787037037037037,1728,28230,7.7,1.2
madison county,montana,2439,23,0.3086560364464693,0.0029106555302455075,7902,31620,10.6,3.4
meagher county,montana,599,12,0.2995,0.006,2000,20095,15.8,3.5
mineral county,montana,1394,17,0.3323795898903195,0.004053409632808774,4194,22894,20.1,7.4
missoula county,montana,34418,228,0.3013017482119565,0.0019959555637261337,114231,29681,15.9,6.0
musselshell county,montana,1113,31,0.23352916491817038,0.006504406210658833,4766,23908,17.4,5.6
park county,montana,5208,39,0.3254796575214049,0.0024373476657708892,16001,29181,13.4,2.8
petroleum county,montana,46,1,0.10154525386313466,0.002207505518763797,453,31549,10.1,5.2
phillips county,montana,1153,31,0.27856970282676974,0.007489731819280019,4139,22369,18.0,8.9
pondera county,montana,1501,11,0.24683440223647427,0.001808913007728992,6081,22866,19.0,5.8
powder river county,montana,421,10,0.26149068322981367,0.006211180124223602,1610,31211,8.2,2.4
powell county,montana,2240,32,0.3269118505545826,0.004670169293636894,6852,23990,14.6,1.5
prairie county,montana,292,4,0.22037735849056603,0.0030188679245283017,1325,28366,10.1,2.5
ravalli county,montana,8680,180,0.20972769227051974,0.00434919177519511,41387,25151,16.0,6.8
richland county,montana,3037,39,0.26628671635247697,0.003419552827707146,11405,33709,5.9,2.6
roosevelt county,montana,4103,78,0.365751470850419,0.006953111071492245,11218,18030,29.1,10.2
rosebud county,montana,3133,63,0.3371717606543263,0.006780025828669823,9292,23832,19.1,8.6
sanders county,montana,2470,53,0.2164009111617312,0.004643420360960224,11414,23020,21.2,7.6
sheridan county,montana,936,13,0.2623318385650224,0.0036434977578475337,3568,32833,12.2,2.7
silver bow county,montana,10155,139,0.2942284290432868,0.004027351219794866,34514,26248,19.2,5.9
stillwater county,montana,1748,33,0.18711196745878828,0.0035324341682723185,9342,31583,6.5,3.6
sweet grass county,montana,923,13,0.25315414152495885,0.0035655512890839275,3646,28065,10.4,0.9
teton county,montana,1570,29,0.2599337748344371,0.004801324503311258,6040,26884,9.8,1.7
toole county,montana,1424,25,0.2830451202544226,0.004969191015702644,5031,26354,16.6,1.0
treasure county,montana,148,1,0.18734177215189873,0.0012658227848101266,790,22880,17.0,0.0
valley county,montana,2198,45,0.29070228805713527,0.005951593704536437,7561,29096,7.4,4.4
wheatland county,montana,469,14,0.22248576850094876,0.006641366223908918,2108,20165,19.8,3.4
wibaux county,montana,249,8,0.22212310437109722,0.007136485280999108,1121,24662,10.8,1.6
yellowstone county,montana,52170,618,0.33371286748714274,0.00395312539979019,156332,32296,10.1,3.5
adams county,nebraska,6499,46,0.20589912558611076,0.001457356482068179,31564,28085,12.4,4.2
antelope county,nebraska,1075,7,0.16781142678738684,0.0010927255697783327,6406,28091,11.5,1.9
arthur county,nebraska,32,1,0.07600950118764846,0.0023752969121140144,421,21799,10.9,0.6
banner county,nebraska,89,0,0.12225274725274725,0.0,728,30736,8.9,3.2
blaine county,nebraska,67,0,0.13346613545816732,0.0,502,28503,9.8,1.1
boone county,nebraska,1091,4,0.2036587642337129,0.0007466865783087549,5357,28861,7.3,1.7
box butte county,nebraska,2336,8,0.20857142857142857,0.0007142857142857143,11200,28483,10.9,5.1
boyd county,nebraska,404,3,0.19716935090287946,0.0014641288433382138,2049,26413,9.8,1.6
brown county,nebraska,506,2,0.16546762589928057,0.0006540222367560497,3058,29664,16.0,0.6
buffalo county,nebraska,12000,57,0.24573043371421552,0.0011672195601425237,48834,28553,14.4,3.1
burt county,nebraska,1343,12,0.20516345860067217,0.0018331805682859762,6546,26421,12.3,3.5
butler county,nebraska,1903,11,0.23479333744602096,0.0013571869216533004,8105,27216,7.8,4.4
cass county,nebraska,6124,16,0.24003449221965273,0.0006271312664132011,25513,32509,6.3,2.8
cedar county,nebraska,1506,11,0.17591402873496087,0.001284896624226142,8561,29694,9.7,1.6
chase county,nebraska,744,5,0.19563502498027874,0.0013147515119642387,3803,33708,8.0,2.3
cherry county,nebraska,537,7,0.09271408839779005,0.0012085635359116022,5792,27891,9.0,2.6
cheyenne county,nebraska,2025,16,0.2022572912504994,0.0015980823012385138,10012,32995,10.9,2.5
clay county,nebraska,1515,11,0.2418582375478927,0.001756066411238825,6264,27275,11.1,3.0
colfax county,nebraska,2737,21,0.25781838733986434,0.0019781461944235116,10616,23393,8.2,3.5
cuming county,nebraska,1806,15,0.19980086292731497,0.001659475605708596,9039,28762,8.0,2.6
custer county,nebraska,2030,19,0.18733850129198967,0.0017534145441122186,10836,32605,11.9,2.5
dakota county,nebraska,6900,65,0.33610989332164254,0.0031662526182473574,20529,22463,16.8,7.3
dawes county,nebraska,1361,12,0.1516941596076683,0.0013374944271065537,8972,24811,14.3,1.0
dawson county,nebraska,5261,31,0.21989550679205852,0.0012957157784743991,23925,24912,13.7,4.2
deuel county,nebraska,322,1,0.1693845344555497,0.0005260389268805891,1901,28225,11.1,4.1
dixon county,nebraska,1182,9,0.20503035559410235,0.0015611448395490026,5765,26094,10.3,3.3
dodge county,nebraska,10107,62,0.2763287401574803,0.001695100612423447,36576,27162,13.2,4.4
douglas county,nebraska,149432,718,0.271839856214049,0.0013061527434665076,549706,32023,13.5,4.4
dundy county,nebraska,349,4,0.17302925136341102,0.0019831432821021317,2017,26949,10.5,3.6
fillmore county,nebraska,1127,8,0.2011422452257719,0.0014278065322148848,5603,30874,9.9,2.5
franklin county,nebraska,421,4,0.1394501490559788,0.001324942033786022,3019,28635,13.3,2.6
frontier county,nebraska,543,1,0.2069359756097561,0.00038109756097560977,2624,27900,10.9,3.2
furnas county,nebraska,1122,5,0.2330702118820108,0.001038637307852098,4814,24522,13.5,2.5
gage county,nebraska,3588,19,0.1658653846153846,0.0008783284023668639,21632,27424,9.1,3.2
garden county,nebraska,368,1,0.19236800836382645,0.0005227391531625719,1913,35602,11.7,1.4
garfield county,nebraska,399,1,0.203779366700715,0.0005107252298263534,1958,25856,7.2,1.9
gosper county,nebraska,372,5,0.18424962852897475,0.0024764735017335313,2019,31901,5.7,4.6
grant county,nebraska,106,4,0.15542521994134897,0.005865102639296188,682,22693,21.1,4.5
greeley county,nebraska,410,1,0.1683087027914614,0.00041050903119868636,2436,25544,9.8,1.7
hall county,nebraska,16513,117,0.2696748485293877,0.0019107344079172994,61233,26419,13.5,5.4
hamilton county,nebraska,2254,17,0.24636572302983933,0.0018581265712099683,9149,31989,7.2,2.0
harlan county,nebraska,378,0,0.10896511963101758,0.0,3469,26375,12.9,2.0
hayes county,nebraska,106,0,0.11076280041797283,0.0,957,27183,9.0,1.6
hitchcock county,nebraska,530,5,0.1853146853146853,0.0017482517482517483,2860,25290,14.2,3.1
holt county,nebraska,2147,16,0.20858836102205383,0.0015544544836296511,10293,27858,8.9,1.1
hooker county,nebraska,112,2,0.16374269005847952,0.0029239766081871343,684,27714,17.4,1.0
howard county,nebraska,1189,10,0.18621769772905247,0.0015661707126076742,6385,26734,10.2,4.0
jefferson county,nebraska,1211,1,0.16643760307861463,0.00013743815283122595,7276,26859,10.6,2.1
johnson county,nebraska,868,9,0.16692307692307692,0.0017307692307692308,5200,22398,10.1,2.2
kearney county,nebraska,1182,5,0.1805407056667176,0.0007637085688101421,6547,31234,9.4,3.4
keith county,nebraska,1539,10,0.18932217984992003,0.0012301636117603642,8129,27890,13.1,2.8
keya paha county,nebraska,118,0,0.1638888888888889,0.0,720,28981,7.7,1.2
kimball county,nebraska,769,1,0.20851409978308025,0.00027114967462039046,3688,24011,11.4,6.0
knox county,nebraska,1677,12,0.1973870056497175,0.0014124293785310734,8496,27283,12.3,3.1
lancaster county,nebraska,78065,0,0.2548170924770774,0.0,306357,29901,14.0,3.9
lincoln county,nebraska,8708,60,0.2448199274649273,0.001686862155247547,35569,29687,12.6,2.7
logan county,nebraska,148,0,0.16104461371055495,0.0,919,24624,9.7,1.1
loup county,nebraska,87,0,0.16201117318435754,0.0,537,29248,8.9,0.7
mcpherson county,nebraska,74,1,0.1712962962962963,0.0023148148148148147,432,27241,16.0,0.0
madison county,nebraska,9685,44,0.2762249729051395,0.0012549198562546346,35062,26093,16.0,3.2
merrick county,nebraska,1703,15,0.21752458806999617,0.0019159535061949162,7829,27223,10.0,3.3
morrill county,nebraska,1243,7,0.2535182541301244,0.0014276973281664286,4903,25120,9.4,3.7
nance county,nebraska,802,10,0.2247128047072009,0.002801905295601009,3569,26852,11.7,2.0
nemaha county,nebraska,1485,15,0.21090754154239455,0.0021303792074989347,7041,28572,11.5,5.7
nuckolls county,nebraska,977,11,0.22626215840666974,0.0025474756831866605,4318,24426,10.8,1.7
otoe county,nebraska,3344,10,0.21064566929133857,0.0006299212598425197,15875,28567,10.0,3.0
pawnee county,nebraska,412,1,0.15236686390532544,0.0003698224852071006,2704,27196,20.5,2.7
perkins county,nebraska,530,11,0.1825068870523416,0.003787878787878788,2904,30923,4.8,1.1
phelps county,nebraska,2326,10,0.25384699334279165,0.0010913456291607553,9163,30166,7.1,0.7
pierce county,nebraska,1272,20,0.1772822299651568,0.0027874564459930314,7175,28766,6.8,3.8
platte county,nebraska,8648,50,0.26305703422053234,0.001520912547528517,32875,28187,8.6,3.9
polk county,nebraska,1219,9,0.2324561403508772,0.0017162471395881006,5244,32424,7.6,4.6
red willow county,nebraska,2329,15,0.21425942962281508,0.0013799448022079118,10870,25006,11.7,4.9
richardson county,nebraska,1807,19,0.22461155997513985,0.0023617153511497823,8045,28109,16.3,4.0
rock county,nebraska,172,2,0.12454742939898625,0.001448225923244026,1381,33867,9.7,1.4
saline county,nebraska,3796,2,0.2649912739965096,0.00013961605584642233,14325,22324,11.6,2.8
sarpy county,nebraska,49702,131,0.28370664657396627,0.0007477681119711396,175188,33103,5.3,3.3
saunders county,nebraska,5023,16,0.2397270080656708,0.0007636138023194769,20953,31163,9.0,2.2
scotts bluff county,nebraska,9439,48,0.25853899038593225,0.001314744309622285,36509,26532,13.2,5.2
seward county,nebraska,3371,32,0.19777060721619244,0.0018773833968905838,17045,29398,9.2,2.5
sheridan county,nebraska,1000,10,0.19080328181644723,0.0019080328181644724,5241,25817,15.8,1.5
sherman county,nebraska,586,4,0.19225721784776903,0.0013123359580052493,3048,27983,10.7,1.7
sioux county,nebraska,65,0,0.0517515923566879,0.0,1256,26852,12.4,0.0
stanton county,nebraska,744,11,0.12358803986710963,0.0018272425249169434,6020,29517,9.5,3.1
thayer county,nebraska,1109,4,0.2160529904539256,0.0007792713812585232,5133,31129,10.9,1.2
thomas county,nebraska,96,1,0.14930015552099535,0.0015552099533437014,643,29243,12.4,1.9
thurston county,nebraska,1782,11,0.252586817859674,0.001559177888022679,7055,19380,30.5,15.4
valley county,nebraska,752,2,0.17685794920037629,0.00047036688617121356,4252,27271,11.5,1.5
washington county,nebraska,4552,25,0.2229842265112178,0.001224649750171451,20414,33136,9.8,1.7
wayne county,nebraska,1823,7,0.1937506642576257,0.0007439685407588479,9409,27292,13.5,2.0
webster county,nebraska,712,7,0.19794273005282179,0.0019460661662496525,3597,26136,11.3,2.1
wheeler county,nebraska,127,0,0.15011820330969267,0.0,846,28257,2.6,0.4
york county,nebraska,3920,11,0.2834008097165992,0.0007952573742047427,13832,28298,9.7,2.4
churchill county,nevada,7570,123,0.31512779951710934,0.005120306385813005,24022,25211,13.8,7.8
clark county,nevada,683020,9420,0.3233328725698672,0.004459306696155529,2112436,27719,14.6,8.3
douglas county,nevada,8704,101,0.1827342962714142,0.0021204232448773933,47632,35727,9.8,6.2
elko county,nevada,12765,153,0.24371384386276418,0.0029211295034079843,52377,32498,11.5,4.4
esmeralda county,nevada,130,5,0.11796733212341198,0.004537205081669692,1102,23755,6.8,3.9
eureka county,nevada,176,2,0.10185185185185185,0.0011574074074074073,1728,35606,10.0,0.0
humboldt county,nevada,2771,67,0.16216058052434457,0.003920880149812734,17088,29215,9.1,7.3
lander county,nevada,1325,23,0.22507219296755562,0.003906913538304739,5887,30256,13.2,7.6
lincoln county,nevada,701,12,0.13472996348260619,0.0023063617143955412,5203,27218,12.1,9.3
lyon county,nevada,12205,192,0.2333518153834388,0.003670917538190926,52303,25063,13.7,9.8
mineral county,nevada,1484,20,0.3319167971371058,0.004473272198613286,4471,22791,20.3,20.6
nye county,nevada,8982,306,0.20745565410199557,0.007067627494456763,43296,23740,17.3,11.4
pershing county,nevada,2423,32,0.36375919531601864,0.004804083470950308,6661,19201,15.0,4.2
storey county,nevada,162,15,0.04163454124903624,0.0038550501156515036,3891,36388,7.7,4.2
washoe county,nevada,130839,1349,0.29365661843425334,0.0030277117546588382,445551,31879,13.3,6.8
white pine county,nevada,1897,26,0.1924325420977886,0.0026374518157841345,9858,25350,13.0,6.2
belknap county,new hampshire,15795,190,0.2615802460957554,0.003146580991338622,60383,33849,9.1,4.9
carroll county,new hampshire,11201,67,0.2356914401144685,0.0014098139887214881,47524,35646,9.2,4.7
cheshire county,new hampshire,17352,122,0.22798880552891249,0.0016029641698090897,76109,32072,10.2,4.5
coos county,new hampshire,7807,123,0.2430648525794701,0.00382950901335658,32119,25895,13.3,6.1
grafton county,new hampshire,21511,79,0.2409386200716846,0.0008848566308243727,89280,35255,10.9,4.0
hillsborough county,new hampshire,111377,954,0.2740771364098324,0.002347608466155311,406371,37622,8.6,4.8
merrimack county,new hampshire,36676,249,0.2478811554630368,0.001682910015004258,147958,34475,7.7,4.0
rockingham county,new hampshire,77679,583,0.25680791063181246,0.001927406530701305,302479,43474,4.8,4.3
strafford county,new hampshire,34177,227,0.27006289904545167,0.0017937290599911498,126552,32540,9.5,4.4
sullivan county,new hampshire,10755,73,0.24969238269913868,0.0016947972047454323,43073,31301,9.4,3.7
atlantic county,new jersey,89852,1073,0.32921744355612875,0.0039314686032111265,272926,29941,15.3,10.9
bergen county,new jersey,320734,3708,0.3419630672125554,0.003953428863868987,937920,46601,7.2,5.2
burlington county,new jersey,138798,1364,0.3089948173609503,0.003036563429446651,449192,39528,6.4,6.9
camden county,new jersey,166044,1959,0.32494187821431086,0.003833689500504896,510996,32931,13.1,7.9
cape may county,new jersey,29823,332,0.31542374853250693,0.0035114067837840697,94549,36256,10.6,8.4
cumberland county,new jersey,51414,657,0.33180597862563893,0.004240022716712272,154952,23012,18.8,9.0
essex county,new jersey,287354,3756,0.3590125449618379,0.0046926478102850945,800401,35133,16.7,10.4
gloucester county,new jersey,89819,1044,0.30826229013082934,0.003583048474115564,291372,36205,7.9,7.4
hudson county,new jersey,234993,2841,0.3457019871836365,0.004179440858190292,679756,35910,17.1,7.1
hunterdon county,new jersey,34145,304,0.27160209040941163,0.0024181296085652696,125717,54200,4.5,4.4
mercer county,new jersey,109219,1338,0.29252843085263097,0.0035836533980426505,373362,40064,11.3,7.5
middlesex county,new jersey,271261,3011,0.32397574072481633,0.003596134185608775,837288,36558,8.6,6.4
monmouth county,new jersey,220141,2362,0.3507938000258146,0.003763837520775204,627551,46736,7.6,6.0
morris county,new jersey,163275,1668,0.32730476478760023,0.0033437105966358425,498847,53491,4.6,5.2
ocean county,new jersey,212331,3256,0.36006674591613685,0.005521460948721297,589699,33312,10.9,6.7
passaic county,new jersey,190148,2446,0.3724280842912628,0.004790789775208936,510563,29393,17.0,6.0
salem county,new jersey,18157,262,0.2846995735072755,0.004108128449573507,63776,31681,14.2,8.0
somerset county,new jersey,96609,1025,0.28984207178773297,0.0030751599083152325,333316,51923,4.8,4.9
sussex county,new jersey,45026,516,0.3136170509159295,0.0035940656125931602,143570,41272,5.3,6.4
union county,new jersey,193462,2487,0.3471291179214814,0.0044624273307973875,557320,38163,10.3,7.4
warren county,new jersey,31693,365,0.29595286119826686,0.003408411773494696,107088,37001,8.2,7.4
bernalillo county,new mexico,200979,2320,0.2978106408043209,0.0034377755221492025,674855,28340,18.0,6.7
catron county,new mexico,534,23,0.15054976036086834,0.006484352974344516,3547,22487,21.5,0.0
chaves county,new mexico,24828,365,0.37931982766523054,0.005576435359183549,65454,21177,21.2,6.3
